,TCGA-02-0055,TCGA-06-0129,TCGA-06-0130,TCGA-06-0190,TCGA-06-0190,TCGA-06-0210,TCGA-06-0210,TCGA-06-2558,TCGA-12-0619,TCGA-14-1402,TCGA-16-1045,TCGA-19-2625,TCGA-32-1982,TCGA-32-2638,TCGA-76-4927,TCGA-06-2565,TCGA-12-0821,TCGA-14-0871
ENSG00000256019.1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1
ENSG00000256020.1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0
ENSG00000256021.1,4,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0
ENSG00000256022.6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000256025.2,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000256028.2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
ENSG00000256029.6,2,14,13,3,3,9,1,2,15,1,8,2,6,5,1,27,4,3
ENSG00000256030.1,6,12,4,2,1,4,10,7,7,2,6,3,1,6,1,6,7,1
ENSG00000256034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256035.1,1,0,0,1,0,2,3,2,0,0,0,1,0,1,1,2,1,1
ENSG00000256037.1,2,4,3,2,1,7,3,2,1,2,0,8,0,4,1,8,6,0
ENSG00000256039.2,5,2,25,3,4,8,3,2,1,7,8,1,6,4,3,2,0,0
ENSG00000256040.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256041.1,2,0,1,0,0,0,0,1,7,0,0,3,0,0,0,1,3,0
ENSG00000256043.4,3008,1587,4054,3304,2688,2685,3147,2582,2881,1830,2796,2480,1103,2979,2112,2996,3934,126
ENSG00000256044.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256045.3,8,20,26,7,19,27,30,26,23,46,29,55,21,19,9,18,49,11
ENSG00000256053.9,672,404,528,820,682,978,608,799,811,977,300,1083,269,856,538,792,639,137
ENSG00000256056.1,4,6,1,2,5,5,5,7,1,3,6,3,0,2,8,1,7,0
ENSG00000256060.3,274,190,212,268,187,228,130,206,219,256,95,305,103,348,129,263,271,38
ENSG00000256061.7,15,35,74,24,8,37,27,38,11,49,21,35,9,54,48,74,34,6
ENSG00000256064.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000256069.7,4,59,21,11,5,7,6,16,9,15,4,2,5,20,7,24,10,1
ENSG00000256070.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
ENSG00000256071.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256072.1,0,0,3,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000256073.3,407,273,416,227,152,274,132,322,377,558,336,608,134,433,197,382,316,28
ENSG00000256075.1,3,0,5,3,2,3,0,6,3,4,1,0,3,3,3,3,1,0
ENSG00000256077.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256079.1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0
ENSG00000256081.2,0,1,2,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1
ENSG00000256083.1,4,0,3,0,0,4,0,0,0,4,1,0,0,0,1,4,1,5
ENSG00000256084.1,8,22,22,11,7,10,15,6,29,4,6,9,11,14,9,18,14,1
ENSG00000256085.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256087.7,520,1504,792,543,383,1006,689,993,778,1757,766,958,384,2103,475,2485,1109,190
ENSG00000256091.1,0,4,1,1,0,1,0,0,5,2,2,3,0,4,1,0,1,1
ENSG00000256092.2,50,127,75,110,34,65,37,105,60,108,41,222,29,66,53,166,58,21
ENSG00000256093.1,2,28,0,0,0,2,1,0,3,2,0,4,0,2,2,0,0,0
ENSG00000256098.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256101.5,1,3,1,0,0,0,0,1,0,0,0,4,1,0,1,2,0,0
ENSG00000256103.2,11,2,6,8,4,9,2,6,8,7,2,9,10,5,15,9,15,2
ENSG00000256108.1,1,1,1,1,2,1,3,0,1,0,0,3,0,0,0,1,0,0
ENSG00000256115.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,2
ENSG00000256116.1,2,15,8,1,2,5,2,1,7,1,4,6,3,6,1,4,2,0
ENSG00000256120.2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000256124.6,89,250,146,257,198,471,240,264,192,244,312,234,73,217,233,299,494,20
ENSG00000256125.1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256128.6,27,2,10,3,24,9,10,6,7,6,0,1,1,4,3,0,8,0
ENSG00000256134.1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,3,0,0
ENSG00000256136.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256137.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256138.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256139.2,2,4,10,6,1,8,5,6,6,13,23,4,3,13,1,14,2,0
ENSG00000256146.1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ENSG00000256148.1,29,64,68,52,42,66,85,58,62,33,50,85,39,47,43,34,51,27
ENSG00000256149.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000256151.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0
ENSG00000256152.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256155.1,2,31,2,1,0,2,3,56,15,12,14,2,1,1,0,1,28,0
ENSG00000256157.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256159.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256162.2,1,5,1,3,1,1,1,2,2,3,3,1,0,6,1,1,1,0
ENSG00000256166.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256167.1,51,39,34,43,48,47,26,24,28,23,22,36,23,47,23,57,36,10
ENSG00000256171.1,2,1,2,0,1,2,2,1,0,1,0,1,1,0,0,7,3,0
ENSG00000256172.1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256176.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000256181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000256185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256188.3,1,0,1,0,0,2,1,0,0,0,0,2,0,2,1,1,0,0
ENSG00000256189.1,1,4,0,1,0,5,1,2,2,0,1,0,0,2,0,3,1,0
ENSG00000256192.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256193.6,32,0,12,1,1,1,0,33,0,155,0,1,3,22,1,1,3,1
ENSG00000256195.3,4,3,4,1,0,3,0,1,9,4,4,3,2,6,0,9,2,0
ENSG00000256196.2,8,11,12,6,2,18,12,38,10,22,15,36,2,10,6,19,10,0
ENSG00000256197.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000256199.1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
ENSG00000256204.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256206.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256209.2,4,2,1,2,1,11,1,8,5,2,1,6,1,6,10,5,3,0
ENSG00000256210.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256211.1,19,16,17,23,16,26,25,34,13,54,20,16,22,36,37,23,45,7
ENSG00000256218.1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000256220.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256221.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256222.3,4,6,4,1,2,8,6,7,5,11,2,12,4,2,0,5,7,1
ENSG00000256223.6,211,1378,404,352,194,505,363,761,409,524,429,433,157,787,267,981,489,128
ENSG00000256226.1,0,2,0,2,2,0,2,1,1,4,3,10,0,1,2,3,11,0
ENSG00000256229.8,230,911,211,285,217,371,325,643,373,608,278,256,138,750,283,809,542,74
ENSG00000256232.1,4,1,1,0,0,2,1,1,3,0,1,1,0,0,1,0,3,9
ENSG00000256234.1,21,6,26,25,21,37,31,9,23,11,23,20,4,8,2,9,39,0
ENSG00000256235.2,13048,777,5697,5420,6792,11657,2273,1306,3438,7690,4571,2463,3051,5388,1955,6348,3148,136
ENSG00000256237.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256238.1,11,40,20,12,25,21,27,31,34,7,16,16,9,43,24,39,15,13
ENSG00000256243.2,2,1,2,3,0,1,0,2,1,5,1,3,2,1,1,1,1,0
ENSG00000256249.1,1,1,0,2,3,0,1,0,0,0,0,0,0,0,1,2,0,0
ENSG00000256250.1,0,8,3,0,1,10,4,4,1,2,6,5,0,4,0,2,0,2
ENSG00000256254.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000256256.1,14,0,0,0,10,0,0,0,7,0,1,0,0,0,0,0,0,0
ENSG00000256257.1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256258.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000256259.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256262.1,9,9,21,3,5,5,4,1,14,6,11,9,2,14,7,2,3,0
ENSG00000256263.1,0,31,1,0,0,0,1,0,0,1,0,3,0,0,0,1,0,1
ENSG00000256268.2,40,1,36,14,42,32,24,10,5,18,6,10,4,2,8,2,17,5
ENSG00000256269.10,1054,1273,814,726,552,1010,993,1588,942,1481,778,1207,418,1220,978,1547,1429,336
ENSG00000256271.1,3,20,15,7,5,6,5,7,11,11,10,24,8,13,4,22,3,0
ENSG00000256273.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256274.1,1,14,3,1,4,4,2,15,1,0,0,3,0,9,1,5,0,3
ENSG00000256278.1,1,11,4,1,0,1,4,7,0,0,7,6,1,4,1,7,3,1
ENSG00000256280.1,1,10,7,0,2,2,1,6,5,2,1,3,1,5,2,0,2,0
ENSG00000256281.1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000256282.1,3,34,8,3,5,7,8,5,14,1,8,11,5,15,4,21,1,0
ENSG00000256283.1,0,0,0,0,0,1,0,2,2,1,0,3,0,4,3,1,1,0
ENSG00000256285.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256286.2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000256287.1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0
ENSG00000256288.1,0,11,3,0,1,0,0,7,3,1,0,0,1,1,1,8,7,1
ENSG00000256292.2,2,0,0,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000256293.2,5,4,9,5,6,3,7,7,9,10,8,7,6,9,9,6,6,0
ENSG00000256294.8,167,807,336,432,312,415,409,414,419,316,359,301,129,859,235,1101,412,61
ENSG00000256298.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256299.1,0,4,2,0,0,7,2,6,3,0,1,5,0,5,0,1,0,0
ENSG00000256306.1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
ENSG00000256310.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256311.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256312.1,1,42,1,2,4,1,1,0,8,0,1,0,0,1,1,1,2,0
ENSG00000256314.1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000256315.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256321.6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256325.1,1,2,4,3,1,1,0,3,0,2,1,1,2,0,0,3,0,0
ENSG00000256331.1,2,2,0,0,3,0,0,0,1,0,3,0,2,1,0,1,1,0
ENSG00000256338.2,139,72,149,83,109,151,78,115,71,276,71,124,93,111,111,89,180,63
ENSG00000256339.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256340.8,6,20,8,72,4,47,8,67,38,51,18,43,17,38,100,112,3,6
ENSG00000256341.1,0,7,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0
ENSG00000256343.8,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ENSG00000256346.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256347.1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000256349.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256350.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256351.1,2,4,2,2,0,3,1,4,1,1,1,2,0,6,0,2,0,1
ENSG00000256353.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256355.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000256356.1,75,34,60,48,47,62,100,63,62,62,30,39,22,116,55,70,71,32
ENSG00000256357.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256358.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256361.1,0,1,1,1,1,2,0,0,3,2,1,3,0,0,2,3,0,1
ENSG00000256362.2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0
ENSG00000256364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256371.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256374.2,2,5,5,3,1,1,3,1,2,5,2,3,3,1,2,2,1,0
ENSG00000256377.6,2,0,10,2,6,4,0,0,0,0,2,2,1,0,3,9,0,0
ENSG00000256378.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256379.2,0,0,2,2,4,7,14,3,0,0,1,1,0,0,0,2,6,0
ENSG00000256381.1,0,4,1,1,0,2,2,9,1,0,2,1,0,2,0,2,1,0
ENSG00000256385.1,1,4,2,3,1,3,1,3,2,6,5,1,3,9,7,2,10,1
ENSG00000256389.2,0,1,0,0,0,1,19,0,3,0,0,0,0,0,0,0,5,0
ENSG00000256393.1,53,20,51,44,40,48,38,37,26,92,22,48,51,148,62,35,55,39
ENSG00000256394.3,0,0,5,3,1,8,1,0,1,1,0,7,0,0,2,0,0,0
ENSG00000256399.1,0,2,0,0,0,0,2,1,2,0,0,1,3,3,0,1,0,0
ENSG00000256400.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256403.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256407.2,1,8,4,2,1,2,2,4,8,14,1,21,1,7,1,2,7,1
ENSG00000256417.1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,139,11
ENSG00000256420.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256422.6,3,2,3,6,15,21,11,15,4,22,9,2,24,5,3,25,4,0
ENSG00000256424.2,0,0,0,1,0,0,1,2,0,0,0,0,1,1,0,0,1,0
ENSG00000256427.2,1,49,10,4,1,10,9,12,4,5,7,7,3,8,12,7,3,1
ENSG00000256433.3,21,20,21,18,24,13,10,4,22,5,24,6,8,9,3,9,10,12
ENSG00000256436.1,6,71,28,1,3,19,12,22,6,6,9,17,1,5,4,6,23,3
ENSG00000256440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256441.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ENSG00000256442.2,1,3,3,0,1,1,1,5,0,2,0,2,1,0,2,0,0,0
ENSG00000256443.1,6,10,1,0,7,4,0,8,8,0,3,1,2,10,1,5,3,2
ENSG00000256448.5,4,8,7,3,0,4,3,3,5,2,6,4,0,2,0,8,1,2
ENSG00000256450.1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0
ENSG00000256452.1,0,6,0,0,1,6,0,2,0,2,2,1,2,3,0,8,0,0
ENSG00000256453.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256458.1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0
ENSG00000256462.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256463.8,237,8194,42,1163,37,1060,2261,3799,2160,374,1140,1342,331,1878,1182,2564,2236,36
ENSG00000256464.1,7,6,6,4,1,10,8,12,1,6,4,4,2,6,6,8,4,1
ENSG00000256465.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000256469.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256473.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256474.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256481.1,2,48,1,4,1,3,10,22,8,9,3,2,2,9,22,3,0,2
ENSG00000256482.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000256484.1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000256494.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000256496.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256499.2,0,7,0,0,3,1,1,1,1,0,0,0,0,2,0,5,1,0
ENSG00000256500.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256502.1,0,1,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0
ENSG00000256504.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256508.2,4,3,19,1,3,4,6,6,4,1,2,1,0,0,0,5,1,0
ENSG00000256512.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256513.1,0,0,1,0,0,0,0,2,5,0,0,2,1,0,0,0,0,1
ENSG00000256514.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256518.3,2,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000256525.8,386,1358,489,344,392,524,360,655,809,529,496,725,233,627,207,925,419,104
ENSG00000256533.1,0,4,0,0,0,1,0,2,4,3,1,1,1,6,0,9,1,0
ENSG00000256537.5,1220,1289,974,830,889,1349,1229,1561,891,1360,1064,1510,383,1547,982,1569,2007,183
ENSG00000256538.2,8,8,4,11,9,12,16,18,14,15,3,3,3,23,8,33,24,2
ENSG00000256540.1,11,15,26,33,18,16,72,147,20,5,57,6,41,136,92,77,61,11
ENSG00000256542.2,1,7,0,0,0,0,3,10,0,1,0,0,0,0,0,0,5,0
ENSG00000256546.2,33,44,36,25,18,35,23,19,7,25,14,33,4,11,7,14,33,3
ENSG00000256551.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
ENSG00000256552.2,10,86,9,11,6,3,2,22,7,10,3,11,6,4,10,25,14,11
ENSG00000256553.1,0,0,10,1,5,0,3,3,1,0,1,1,1,0,0,1,0,0
ENSG00000256557.1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256560.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000256563.2,1,4,3,0,0,1,1,1,4,0,1,1,0,2,0,3,0,0
ENSG00000256564.1,0,6,7,1,0,1,2,0,6,0,3,1,1,0,1,0,0,0
ENSG00000256566.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256568.2,0,2,5,1,1,1,1,4,1,2,2,1,0,1,1,0,3,0
ENSG00000256569.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256571.1,0,2,0,0,0,0,0,2,1,0,0,2,1,1,0,0,0,0
ENSG00000256574.8,5,17,10,5,9,3,5,11,7,8,4,4,1,3,3,6,2,2
ENSG00000256576.2,75,139,78,55,34,76,42,28,68,47,57,94,26,30,44,68,13,1
ENSG00000256577.2,2,4,1,1,0,0,2,11,2,9,7,5,1,0,5,7,0,1
ENSG00000256581.1,0,61,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
ENSG00000256582.1,0,3,4,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0
ENSG00000256588.1,1,4,2,0,0,2,2,3,3,0,1,3,3,4,1,10,2,0
ENSG00000256589.2,0,11,1,0,1,0,0,3,0,0,3,1,1,1,1,2,1,1
ENSG00000256590.2,0,2,7,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000256591.5,17,60,28,9,9,40,22,33,23,35,15,68,13,32,3,33,22,2
ENSG00000256594.8,73,82,118,42,75,88,47,66,45,106,88,32,23,67,35,58,69,7
ENSG00000256596.1,4,68,2,6,3,11,6,6,8,6,4,5,3,23,7,10,8,7
ENSG00000256597.3,39,2,52,12,2,0,3,1,2,1,6,0,0,1,5,4,1,0
ENSG00000256603.1,0,2,1,0,0,2,1,1,0,1,2,1,0,3,1,1,1,0
ENSG00000256609.1,0,2,0,2,0,1,2,0,0,3,5,4,0,0,4,3,19,0
ENSG00000256612.7,12,69,15,33,14,54,27,27,15,15,13,19,9,51,17,86,13,0
ENSG00000256614.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000256615.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256616.3,26,17,30,9,10,23,36,16,2,26,13,2,5,34,13,71,27,17
ENSG00000256618.2,44,19,60,17,19,37,47,42,83,32,42,200,29,25,23,16,63,11
ENSG00000256625.1,3,16,2,3,0,1,2,0,0,4,0,3,1,4,1,7,1,2
ENSG00000256626.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000256627.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000256628.3,151,92,134,133,102,170,188,162,166,68,78,192,29,132,97,111,192,18
ENSG00000256630.1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256632.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256633.1,24,2,26,5,14,10,4,4,17,1,6,2,0,4,1,1,1,3
ENSG00000256637.7,1,0,17,11,4,6,8,2,11,21,11,4,8,15,13,8,17,1
ENSG00000256640.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256642.1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000256643.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000256646.8,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0
ENSG00000256650.1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000256651.1,0,2,1,1,1,1,1,0,1,0,1,1,0,2,0,9,4,0
ENSG00000256654.4,16,36,30,15,1,14,2,23,0,6,0,10,2,43,2,47,7,0
ENSG00000256657.1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000256658.1,1,2,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0
ENSG00000256659.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,89
ENSG00000256660.6,5,7,36,2,0,1,2,2,3,7,4,2,0,7,4,4,3,1
ENSG00000256661.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256663.1,20,283,57,68,42,35,77,57,152,20,19,52,18,61,165,31,65,17
ENSG00000256664.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256667.6,58,214,258,168,173,99,54,162,121,186,84,94,62,110,42,354,122,57
ENSG00000256670.1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000256671.6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
ENSG00000256672.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ENSG00000256673.1,11,638,59,56,35,40,25,540,91,50,13,37,8,29,68,28,19,13
ENSG00000256674.1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,2,1,1
ENSG00000256678.1,0,4,2,2,0,1,0,0,4,0,1,0,2,3,0,2,0,0
ENSG00000256681.1,0,2,0,0,0,1,2,1,0,0,1,3,0,1,1,2,0,0
ENSG00000256682.2,0,2,0,0,0,0,3,0,0,0,0,0,0,2,0,2,0,0
ENSG00000256683.7,316,947,482,290,313,443,438,489,454,329,406,414,199,885,279,990,490,69
ENSG00000256684.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256686.1,0,0,0,4,3,1,0,0,1,2,0,8,1,0,2,0,7,0
ENSG00000256690.1,6,26,5,3,5,7,4,8,11,2,2,7,4,10,1,14,6,3
ENSG00000256691.1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256694.1,2,7,28,24,10,10,65,124,25,5,45,12,46,90,71,63,79,12
ENSG00000256695.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256699.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000256704.3,1,1,1,0,0,0,0,1,0,1,2,0,0,2,1,1,1,1
ENSG00000256705.3,1,2,1,4,2,1,1,0,2,3,4,2,2,4,0,4,1,0
ENSG00000256706.1,5,2,6,4,3,1,0,2,3,1,4,0,0,4,0,2,0,0
ENSG00000256708.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256709.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256712.1,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000256713.8,3,16,4,3,2,7,6,0,16,2,3,27,3,3,2,0,38,0
ENSG00000256714.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256717.1,2,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0
ENSG00000256720.1,3,59,0,0,0,0,3,5,2,1,0,0,1,2,1,1,0,2
ENSG00000256721.1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0
