,C3L-00928-03,C3L-01032-01,C3L-01598-02,C3L-01971-02,C3L-04853-01,C3N-00302-02,C3N-01167-01,C3N-02696-02-2,C3N-03000-02,C3N-03853-02,C3N-04282-01,C3L-02606-02,C3L-03639-03,C3L-03743-01,C3N-02696-02,C3N-04284-01
ENSG00000004848.8,37,3,101,110,5,13,79,58,0,25,14,10,4,29,90,78
ENSG00000004864.14,1375,1105,2015,1509,2188,1514,4674,1640,1794,1496,2673,1539,1998,2488,2190,1106
ENSG00000004866.22,913,645,736,746,612,724,1417,870,952,639,939,656,895,919,1042,1119
ENSG00000004897.12,3265,2398,3839,2728,4074,4373,3698,3795,4381,3520,5121,3193,4382,4483,5078,2559
ENSG00000004939.15,8,5,3,1,1,8,4,20,7,14,1,2,3,6,5,2
ENSG00000004948.16,13,2,23,26,14,11,51,19,31,5,27,10,21,48,33,15
ENSG00000004961.15,516,324,540,622,425,616,1187,442,386,296,604,489,712,487,560,288
ENSG00000004975.12,715,1005,760,832,761,818,1015,1181,918,816,1051,756,946,786,1251,527
ENSG00000005001.10,4136,438,1254,2013,1004,478,2112,414,825,333,715,1814,1083,1275,835,165
ENSG00000005007.13,2684,3662,2048,2951,2753,2954,5682,4179,2699,2143,1801,2665,2422,2353,4340,2344
ENSG00000005020.13,2608,1364,4149,3396,4034,3133,4819,3189,3262,2927,8422,2558,5866,4020,4213,1171
ENSG00000005022.6,4173,2801,4477,5238,3770,3894,11156,5194,3148,2486,4396,3754,6424,5171,5561,5000
ENSG00000005059.16,748,475,943,1039,738,892,649,815,886,525,972,533,1457,697,1224,355
ENSG00000005073.6,10,2,26,114,1,87,91,6,40,13,3,62,0,66,40,5
ENSG00000005075.15,598,470,696,529,600,495,1039,430,465,379,885,487,818,622,548,311
ENSG00000005100.13,384,628,576,683,771,809,686,1104,851,678,616,738,821,626,1080,736
ENSG00000005102.14,252,28,502,411,268,69,526,681,58,206,127,51,17,975,818,83
ENSG00000005108.16,510,664,778,1672,949,1312,651,1146,2240,747,1403,779,375,1415,1567,323
ENSG00000005156.12,1067,1783,1382,1388,1398,1809,2485,2147,1391,1644,1744,1636,1498,1853,1917,1770
ENSG00000005175.10,716,478,1067,1299,1058,1452,1700,1384,1197,642,1325,1005,1130,1488,1706,818
ENSG00000005187.12,522,1196,320,709,2407,442,1405,7331,165,501,255,151,641,232,5396,1972
ENSG00000005189.20,89,230,169,136,388,234,426,545,125,147,147,97,282,120,449,149
ENSG00000005194.15,905,896,1141,1121,1309,596,2158,992,1093,830,1209,971,1331,1441,1192,622
ENSG00000005206.17,1340,1058,812,926,814,715,1887,1202,448,692,569,700,735,664,1371,751
ENSG00000005238.20,1603,1245,978,809,1226,740,2885,867,826,495,925,1055,1027,1422,1317,305
ENSG00000005243.10,667,569,738,639,513,379,608,624,957,315,964,894,122,833,781,335
ENSG00000005249.13,264,215,270,495,431,548,318,1084,321,227,262,544,445,288,989,611
ENSG00000005302.19,1022,1064,1252,1169,1237,1080,2162,1800,1422,991,1378,1173,1446,1267,1842,737
ENSG00000005339.15,5238,4726,2655,2849,3076,3716,4936,8855,4179,2331,2973,2904,2255,3345,7538,3112
ENSG00000005379.17,551,1392,496,457,726,728,475,1137,817,581,435,623,205,216,1103,887
ENSG00000005381.8,20,5,24,12,20,13,13,13,5,4,7,24,13,7,29,10
ENSG00000005421.9,2,26,18,127,57,25,40,96,22,38,15,23,15,57,65,81
ENSG00000005436.14,619,393,796,804,1233,1266,1533,1461,817,984,996,705,685,3299,1445,920
ENSG00000005448.17,325,353,743,261,361,478,537,330,402,365,636,301,692,638,387,137
ENSG00000005469.12,627,909,862,752,1077,537,1287,831,1233,906,1784,1068,453,1182,896,544
ENSG00000005471.19,218,177,205,399,121,197,322,178,376,146,265,232,54,189,198,103
ENSG00000005483.21,5121,5006,4703,4353,5190,6160,7094,8491,6119,4166,6218,4745,5272,6339,8902,4523
ENSG00000005486.17,1309,1513,1997,1630,1366,1163,3281,1381,964,869,2494,1229,1733,1866,1973,607
ENSG00000005513.10,177,20,39,101,225,42,201,108,32,100,15,50,11,55,126,59
ENSG00000005700.15,3846,2333,6539,4573,7260,3964,8287,5732,6181,5073,6070,4320,6346,6091,7291,6315
ENSG00000005801.18,1246,746,2253,1850,2133,2300,4363,2525,1330,935,1862,1176,1926,2551,2524,1969
ENSG00000005810.18,8425,6379,10256,10891,9989,9254,16101,14509,9731,8472,8805,9622,11378,9484,15930,9406
ENSG00000005812.11,1406,758,2013,1865,2164,2169,3224,2454,2819,1610,2646,1417,2016,2364,3013,1321
ENSG00000005844.19,641,343,827,608,491,404,685,1193,176,340,254,192,560,351,1187,290
ENSG00000005882.12,267,385,393,372,309,437,598,651,300,149,345,246,143,260,548,454
ENSG00000005884.18,6988,24076,25138,5015,13919,22228,6967,3856,11570,7534,28495,17675,35587,17800,5325,1794
ENSG00000005889.16,2869,2435,4601,2593,3820,3336,8886,3785,3453,3010,4386,3349,2332,3275,3917,3708
ENSG00000005893.16,7172,4459,10340,7404,8553,6662,12869,9700,9606,6536,11521,9339,20830,11146,10241,6345
ENSG00000005961.19,38,35,11,12,13,78,15,24,45,23,36,61,14,21,39,11
ENSG00000005981.13,13,12,21,88,17,14,35,53,12,27,7,15,31,24,55,76
ENSG00000006007.12,1851,1521,2020,2023,2579,1596,4641,2457,2325,2239,2560,1923,2681,3859,3198,1678
ENSG00000006015.18,825,698,746,800,364,518,1713,375,401,354,463,608,484,316,1032,412
ENSG00000006016.11,44,36,84,75,59,90,68,74,175,107,90,54,49,142,130,112
ENSG00000006025.12,1426,1359,836,941,663,716,2038,1109,557,1170,1109,778,354,1456,1269,626
ENSG00000006042.12,1611,1473,1848,2246,1485,1099,3999,2807,2187,1416,1310,1592,434,2092,3315,1603
ENSG00000006047.13,10,27,32,25,26,10,324,20,3,13,30,9,5,9,61,24
ENSG00000006059.4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
ENSG00000006062.17,492,481,443,696,370,695,620,1217,345,364,351,399,350,441,1104,393
ENSG00000006071.15,1337,71,1591,4356,559,798,1850,3796,20,1324,390,255,131,1513,3898,2593
ENSG00000006116.4,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0
ENSG00000006118.15,717,1926,1401,1168,1378,1453,676,669,1142,571,1478,2563,1395,610,1247,225
ENSG00000006125.18,7660,9610,9180,9468,9218,11881,7746,9901,9359,6840,16403,9145,9934,10017,12786,4501
ENSG00000006128.12,16,1,3,10,7,5,213,8,14,39,23,14,1,11,10,6
ENSG00000006194.10,3198,989,1384,1559,1526,902,3287,1470,1702,1214,1971,1204,1042,1940,1892,906
ENSG00000006210.7,661,2588,648,619,1563,580,990,987,667,584,186,1093,760,279,871,221
ENSG00000006282.21,1888,1556,2646,1828,1048,1489,1194,2205,1281,1244,2682,1154,1112,1067,2564,1253
ENSG00000006283.18,53,114,13,14,8,32,4,27,34,16,42,27,6,15,43,13
ENSG00000006327.14,6269,1150,5071,3765,3611,1312,3303,683,2194,1276,4395,2552,2471,4591,3907,518
ENSG00000006377.11,0,1,1,0,0,11,22,7,23,3,0,15,0,1,28,9
ENSG00000006432.15,600,1171,881,824,675,1052,1316,890,1342,1290,1728,2464,4026,1119,1079,1006
ENSG00000006451.8,2167,1513,2549,1789,2075,2084,3973,1597,2678,1599,3588,1977,3647,2712,2461,1066
ENSG00000006453.14,2012,1770,1646,1924,2185,1902,5177,1267,2775,1771,2951,1561,3964,4236,1877,994
ENSG00000006459.11,5404,2267,4004,4288,3997,3177,10446,3814,4338,3777,4980,4127,5682,3787,4798,3569
ENSG00000006468.14,1896,1293,2740,1785,1960,1811,1515,1624,2977,2153,5283,1048,2831,2253,2259,707
ENSG00000006530.18,880,1142,1300,1421,1631,1622,2355,1909,1473,1281,2266,1367,1980,1343,1977,1204
ENSG00000006534.16,1193,1867,1881,940,2025,1471,1694,717,931,626,1679,738,14404,3703,1446,570
ENSG00000006555.11,377,753,861,586,634,787,2253,519,293,349,795,492,536,740,729,394
ENSG00000006576.16,1771,1386,2803,2064,1984,2573,1861,2623,3455,1710,3017,1643,1496,2865,3549,1235
ENSG00000006606.9,40,4,104,78,19,39,72,16,40,29,29,69,66,38,22,17
ENSG00000006607.14,2083,2165,2815,3230,3439,1717,10282,4239,3858,2562,2581,2514,2320,4249,4594,2317
ENSG00000006611.17,2844,582,1974,2269,2168,1305,9384,744,653,867,178,318,145,3636,944,1109
ENSG00000006625.18,390,299,521,453,580,425,1616,361,462,375,569,406,631,497,596,324
ENSG00000006634.8,469,275,460,512,741,661,1172,442,531,450,561,441,1189,542,618,432
ENSG00000006638.13,34,63,28,53,27,49,43,61,20,11,28,30,23,45,65,15
ENSG00000006652.15,1263,440,1027,1001,1780,935,1502,1646,723,963,796,1120,1291,1186,1308,1611
ENSG00000006659.13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
ENSG00000006695.12,420,303,446,420,418,406,702,785,443,288,496,322,562,367,803,514
ENSG00000006704.11,1245,1913,834,967,1045,1155,2294,846,1166,972,1537,1242,1239,1111,1286,473
ENSG00000006712.15,1265,1018,1481,1371,1177,1491,2068,984,1082,863,1650,1986,4822,1489,1147,685
ENSG00000006715.16,4369,3542,5565,4682,7110,4774,8655,6825,6836,4567,8289,4246,6521,6088,7918,3511
ENSG00000006740.17,212,386,351,362,238,511,815,746,142,541,221,116,142,209,751,380
ENSG00000006744.19,1304,1449,1915,1766,1871,1554,2957,2087,1612,1209,1630,1796,2142,1411,2411,1427
ENSG00000006747.15,328,587,583,2143,1031,586,3086,689,394,302,182,122,2468,672,1772,571
ENSG00000006756.16,1521,3246,5117,1979,3952,2142,10201,2416,1877,2181,3851,3521,1837,1620,2355,3370
ENSG00000006757.12,248,278,267,233,450,201,888,381,236,273,455,264,338,227,356,382
ENSG00000006788.14,166,255,123,40,55,46,75,100,64,38,82,52,20,109,76,4
ENSG00000006831.10,3618,2033,2380,3551,2765,2755,5063,3177,3557,1917,3127,2916,3458,6015,3950,3097
ENSG00000006837.12,38,55,48,34,41,48,69,97,40,44,42,26,23,51,59,38
ENSG00000007001.13,16,45,47,26,24,25,26,46,20,48,15,14,55,18,39,20
ENSG00000007038.11,648,5,413,9,84,12,470,19,353,53,653,677,48,71,28,17
ENSG00000007047.15,498,938,516,447,543,509,504,937,708,381,576,1161,537,602,900,406
ENSG00000007062.12,2310,3132,7746,2353,9856,4960,5703,6197,1174,6046,6486,1028,2269,4527,7306,3418
ENSG00000007080.11,439,671,600,615,334,653,840,326,305,259,401,428,516,257,597,239
ENSG00000007129.18,50,70,95,72,101,37,78,91,28,32,71,43,44,51,91,29
ENSG00000007168.14,5530,4519,6431,6343,6290,5723,7865,9324,7075,5165,8551,5597,6869,8115,10283,4578
ENSG00000007171.18,30,20,112,18,67,36,877,26,24,277,14,43,27,44,57,4
ENSG00000007174.18,76,50,47,126,125,41,99,257,36,55,28,46,30,60,161,111
ENSG00000007202.15,3882,6442,8099,5455,7454,8098,7504,8562,7343,6173,6374,7049,7593,9840,10062,5455
ENSG00000007216.15,4,2,12,24,5,3,119,3,0,2,0,0,0,1,2,7
ENSG00000007237.19,2465,2182,3231,2518,2227,1721,1793,6428,2781,1583,2504,2655,746,3536,6220,1509
ENSG00000007255.10,314,353,356,260,396,128,918,294,418,332,499,668,809,323,436,199
ENSG00000007264.15,127,47,178,150,61,43,118,104,73,24,67,72,64,56,179,38
ENSG00000007306.15,5059,138,5413,544,1045,5274,2272,486,290,832,92,3525,89,938,786,185
ENSG00000007312.13,118,11,88,100,50,27,41,41,32,27,18,17,27,21,69,25
ENSG00000007314.12,17,9,8,22,7,9,9,23,1,2,3,7,3,6,28,20
ENSG00000007341.19,639,598,879,732,930,842,1591,1300,761,628,837,750,787,1163,1129,875
ENSG00000007350.17,5,1,4,8,3,3,444,2,24,1,1,19,9,4,1,6
ENSG00000007372.24,370,92,496,753,107,361,338,622,39,253,87,255,65,300,704,757
ENSG00000007376.8,219,345,395,482,363,213,886,173,314,226,369,385,342,362,471,244
ENSG00000007384.15,860,1627,1550,1690,1427,644,2696,751,982,836,1093,1133,1583,2129,1501,396
ENSG00000007392.17,1964,1996,2225,2023,2509,1802,3404,3586,2571,1935,2361,2707,1929,2766,3340,1949
ENSG00000007402.12,163,96,206,570,117,195,481,569,68,139,114,114,36,144,495,412
ENSG00000007516.14,397,383,404,897,154,204,545,284,233,280,479,119,324,306,544,360
ENSG00000007520.4,345,491,586,547,564,355,974,277,447,322,733,420,505,574,911,336
ENSG00000007541.17,448,924,1008,764,764,428,1178,854,559,623,882,603,628,755,1204,875
ENSG00000007545.16,243,537,359,284,432,396,683,752,558,380,288,412,414,479,748,354
ENSG00000007866.22,926,2113,976,696,1062,937,1599,904,1273,832,1116,1668,1363,1139,1128,373
ENSG00000007908.16,196,6,47,193,147,148,57,186,9,21,51,550,11,98,214,172
ENSG00000007923.16,595,1060,1119,848,1126,677,2884,1575,743,694,1046,989,1476,934,1269,860
ENSG00000007933.13,356,729,884,1200,576,499,740,1052,518,429,441,3122,167,354,1012,191
ENSG00000007944.15,1298,770,1310,1041,970,1206,1855,1531,1002,1117,877,1020,971,762,1460,826
ENSG00000007952.18,15,11,55,467,17,29,589,15,18,39,23,32,26,26,7,13
ENSG00000007968.7,36,131,82,90,67,104,392,95,77,91,66,127,201,67,136,89
ENSG00000008018.9,3430,1709,4064,3105,4432,2906,5118,3485,4044,3213,4035,3404,4694,5221,4145,2258
ENSG00000008056.14,10,26,10,18,20,20,20,33,10,16,8,18,13,10,34,15
ENSG00000008083.14,1204,1620,1526,1170,1333,1514,1191,1838,1495,816,1496,2429,2325,1363,1584,969
ENSG00000008086.13,2215,3084,1580,1660,1875,2051,3953,2623,3655,1423,2920,2997,1660,2488,2926,1838
ENSG00000008118.10,33,93,64,84,78,89,131,94,60,85,54,143,60,168,85,22
ENSG00000008128.23,57,58,51,62,54,35,269,86,44,37,45,51,79,70,90,51
ENSG00000008130.15,1370,1870,2670,1765,2550,1021,7166,1599,1205,1460,2082,1663,2767,1760,2183,1255
ENSG00000008196.13,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
ENSG00000008197.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000008226.20,53,163,88,98,190,93,184,234,106,239,80,96,79,114,207,57
ENSG00000008256.16,2140,2812,3064,2080,1912,1736,3593,2824,2441,1859,2346,1573,1629,3033,3514,707
ENSG00000008277.14,1989,1309,1943,1243,1344,2692,1428,2148,2635,1425,2261,1300,527,2286,3174,492
ENSG00000008282.9,1632,1746,3309,2978,5451,2596,4747,3260,3343,3071,5945,2626,6401,4636,4746,2433
ENSG00000008283.16,1752,2719,2194,2387,2818,1594,3227,3008,1997,2476,4344,2093,3307,2507,3256,5696
ENSG00000008294.21,11869,6628,8818,9032,10275,8473,10150,10542,12804,6844,13941,11519,11218,11815,12086,8342
ENSG00000008300.17,416,760,180,686,441,2102,668,422,458,382,1890,202,446,155,512,310
ENSG00000008311.15,1195,1436,1316,2101,2123,1223,1209,2708,2569,2075,1624,1629,1357,2175,2249,1355
ENSG00000008323.15,566,495,355,500,507,431,2409,523,610,425,324,424,529,1358,891,221
ENSG00000008324.12,296,199,301,445,389,363,388,381,343,297,419,344,325,344,463,272
ENSG00000008382.16,183,148,143,139,140,190,289,203,100,126,118,100,82,78,242,122
ENSG00000008394.13,603,925,810,641,816,1482,738,737,1597,1305,3131,1271,3094,919,738,831
ENSG00000008405.12,1717,570,799,1123,925,950,1417,1089,955,657,528,980,1142,1420,1378,536
ENSG00000008438.5,4,27,4,17,12,7,24,27,27,5,23,19,4,26,23,10
ENSG00000008441.18,840,1725,711,947,798,1546,1324,3509,991,744,703,649,604,997,2935,811
ENSG00000008513.16,8031,7096,8348,3817,5985,4110,2530,4801,4636,4655,6954,5831,2605,7425,4682,1942
ENSG00000008516.17,112,53,63,48,187,27,49,107,22,40,31,80,103,26,77,29
ENSG00000008517.18,6794,1572,1617,2073,2828,643,2606,1798,1198,779,1180,2311,2860,1580,1769,1055
ENSG00000008710.20,1506,3015,2497,2395,1652,1948,3985,2682,2278,1459,1762,2335,1286,1841,4795,1361
ENSG00000008735.14,95,54,74,198,47,81,683,144,25,78,328,67,89,51,210,87
ENSG00000008838.20,1184,1889,1411,1207,1216,1715,1726,1919,1389,1019,1179,1669,1724,1302,2129,947
ENSG00000008853.17,378,855,462,447,991,444,510,658,533,357,552,525,417,665,621,332
ENSG00000008869.12,2424,2637,3283,3281,4694,2922,5199,4752,2940,1963,4265,2383,2924,3058,5483,3521
ENSG00000008952.17,4205,2760,19642,4717,7216,7085,4989,7071,5640,5125,6958,3648,4170,6009,14159,6164
ENSG00000008988.11,17250,10940,16876,16181,16346,16584,28464,15875,26058,13518,26813,15318,17746,22608,22463,17149
ENSG00000009307.16,20993,14061,29295,20366,33505,23327,31426,26872,28903,15112,38369,21581,24597,35559,36126,22193
ENSG00000009335.18,4367,4721,5828,5227,6984,5097,10927,5952,5192,4781,8128,3427,8525,5359,7651,4522
ENSG00000009413.16,3384,2394,3487,3917,4577,3109,4397,6998,4234,3306,3728,3328,3783,4177,7353,4672
ENSG00000009694.13,110,121,133,316,69,118,96,316,200,74,281,671,179,119,494,123
ENSG00000009709.12,0,0,0,1,0,1,0,0,2,0,0,58,0,1,0,1
ENSG00000009724.17,21,79,101,107,91,100,184,332,138,124,135,35,84,118,250,132
ENSG00000009765.15,1419,59,783,596,605,68,5310,118,90,854,361,136,11,1780,509,340
ENSG00000009780.16,439,348,753,717,701,476,937,834,565,410,819,493,872,751,809,527
ENSG00000009790.15,525,311,538,498,487,304,615,862,214,319,280,389,347,300,723,201
ENSG00000009830.12,653,1110,1117,732,670,815,919,1227,916,1037,1108,848,906,798,1125,630
ENSG00000009844.16,1387,599,1907,1251,1961,1904,2917,1451,1949,1548,1850,1321,1921,3010,2320,898
ENSG00000009950.16,190,81,172,523,135,227,1375,787,45,120,94,161,47,190,754,345
ENSG00000009954.11,4161,4529,4685,5491,6118,5988,12189,6582,5132,4234,7405,4193,7693,7004,7927,4034
ENSG00000010017.13,1513,1425,1899,1547,2004,2317,1584,2134,2218,1094,1734,1825,2102,1887,2381,1424
ENSG00000010030.14,273,141,371,193,266,192,1065,239,120,199,48,206,401,194,315,68
ENSG00000010072.16,452,409,571,512,747,599,1564,623,692,523,758,481,744,821,796,409
ENSG00000010165.20,706,1091,880,938,1243,1097,1661,1326,1159,821,1286,849,1604,1115,1333,739
ENSG00000010219.13,516,350,579,759,519,464,949,848,421,403,647,385,513,535,924,581
ENSG00000010244.19,8306,6027,10558,9437,10559,12147,11426,10884,11576,9721,12277,9006,9257,15613,11529,7240
ENSG00000010256.11,2345,2676,2817,3605,3035,2982,5794,2642,2572,1621,3786,2894,3674,2047,3939,2351
ENSG00000010270.14,1405,718,1963,1302,1641,1159,1954,1214,1460,968,2107,1332,2067,1658,1635,821
ENSG00000010278.15,5070,3280,6287,6801,6649,3311,9742,4321,9092,4007,5855,13468,7428,9764,7702,2483
ENSG00000010282.15,3,2,0,16,6,7,4,13,1,0,0,1,0,2,12,13
ENSG00000010292.13,1261,2327,1686,1693,2019,3188,3806,2088,3036,2629,2540,1937,4574,3219,2169,1564
ENSG00000010295.20,757,962,858,613,571,542,687,1021,854,395,642,610,393,642,1183,396
ENSG00000010310.9,824,387,529,530,192,145,302,518,75,192,548,305,297,473,402,277
ENSG00000010318.21,93,180,116,159,132,129,244,334,122,85,134,116,267,120,270,170
ENSG00000010319.7,261,195,215,386,161,169,259,332,62,67,89,214,64,230,396,153
ENSG00000010322.16,3452,4093,4384,5516,3676,3591,5396,6125,3355,2503,5069,4001,2611,4017,6136,2846
ENSG00000010327.10,5316,3613,7349,3736,3892,6164,5077,7379,5074,2795,4694,6912,3692,4565,10186,4652
ENSG00000010361.14,187,327,282,205,302,89,245,357,229,246,444,274,210,273,340,178
ENSG00000010379.16,5,12,4,9,4,30,11,12,25,9,8,41,12,20,10,4
ENSG00000010404.18,904,763,791,620,473,523,1129,803,709,568,896,799,1023,794,1279,446
ENSG00000010438.17,328,95,186,2811,1682,203,6028,6790,118,201,31,51,1139,879,4214,12549
ENSG00000010539.12,478,236,469,466,661,378,939,448,738,330,581,374,341,814,579,342
ENSG00000010610.10,2070,1460,2911,2137,1270,1629,2089,3422,1163,924,1459,1517,1481,1426,3361,706
ENSG00000010626.15,289,203,292,252,292,279,330,250,404,275,291,305,405,426,268,150
ENSG00000010671.16,624,306,656,622,577,420,602,949,381,372,681,536,397,411,990,335
ENSG00000010704.18,677,519,1162,563,858,757,731,871,674,833,972,707,648,844,885,501
ENSG00000010803.16,1531,1895,1601,1465,1684,1627,2441,2580,1396,2115,1658,1373,1823,1181,2365,1749
ENSG00000010810.17,3071,1837,2795,3383,2108,1800,2786,2700,3008,1594,1496,3710,2229,2532,3105,916
ENSG00000010818.10,4704,5044,4068,4704,4749,4137,4325,5783,6680,4802,5811,6140,10563,4988,6433,2537
ENSG00000010932.17,359,354,448,393,283,280,382,927,1435,176,422,172,192,341,888,155
ENSG00000011007.12,1333,1397,2282,2233,2196,1364,2092,2505,1947,1865,2710,2392,3202,2697,2671,2617
ENSG00000011009.11,962,999,1637,1086,1383,677,2027,967,909,1106,2494,1480,3041,1905,1734,658
ENSG00000011021.23,747,1227,893,758,1021,720,1502,1880,948,846,870,1092,1174,896,1477,744
ENSG00000011028.14,4111,8851,3931,3136,4179,6254,3224,7287,7995,2269,6088,7539,1593,5186,9046,1193
ENSG00000011052.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011083.9,9,28,36,45,17,5,832,17,19,8,16,21,1,44,22,31
ENSG00000011105.14,2691,2568,2266,1967,2058,1356,1793,2918,2371,1637,2670,2670,568,2495,3265,867
ENSG00000011114.15,1495,1976,2685,2510,2402,2547,2768,4252,3605,2070,4646,2248,3623,2719,4477,2736
ENSG00000011132.12,734,554,394,445,385,343,688,358,307,316,371,589,471,352,582,274
ENSG00000011143.19,282,506,343,364,442,478,513,707,483,440,652,423,399,426,574,321
ENSG00000011198.10,1057,785,1190,1342,2413,952,1299,1275,1270,1089,1556,1602,2623,959,1654,1040
ENSG00000011201.12,1386,1888,879,709,777,901,830,1054,1915,507,1872,1387,854,1326,1724,207
ENSG00000011243.18,974,1294,876,1161,1619,1047,1473,1978,914,981,912,919,1101,815,1691,739
ENSG00000011258.16,1185,1542,1613,1393,1947,2538,1929,2972,2219,1468,2651,1285,1500,1957,2824,1634
ENSG00000011260.14,1326,836,1545,1338,1498,1764,2071,1079,1413,1102,1509,1458,1484,1298,1550,970
ENSG00000011275.19,2411,2577,2822,2583,3021,2643,4965,3662,3365,2367,3096,3104,3110,2863,3876,2367
ENSG00000011295.16,1225,1256,1674,2137,1884,1520,2969,3057,1538,1507,1982,1662,1636,1995,3282,1984
ENSG00000011304.22,5319,5281,4372,4851,3964,5463,8314,4666,3652,3191,3741,4754,5213,4211,6294,3190
ENSG00000011332.19,4,24,3,15,9,33,41,33,4,5,13,7,26,25,28,10
ENSG00000011347.10,430,514,403,1743,376,560,1173,1482,530,284,181,408,106,531,1441,736
ENSG00000011376.12,776,1028,1032,1532,1070,1162,2233,1428,1195,1246,1470,1127,1344,854,1459,953
ENSG00000011405.13,5511,2929,6019,6500,8101,6685,9443,7579,7870,4192,5399,5421,6794,9455,8392,5402
ENSG00000011422.12,6134,2196,7444,2288,5675,1876,5150,1208,3398,2037,4852,7971,6642,5945,2072,376
ENSG00000011426.11,1261,2137,2233,1025,4929,2914,3187,435,1770,1867,3217,1732,13632,2039,2031,754
ENSG00000011451.21,515,1552,404,564,951,992,770,1098,858,613,690,606,519,562,1481,607
ENSG00000011454.18,3224,3643,3086,3089,3121,4020,5680,5209,4866,2048,3536,3146,3058,2922,5655,2984
ENSG00000011465.18,54420,25014,43592,48206,30849,19080,43550,35793,94760,27048,50260,48113,6622,53402,48584,14243
ENSG00000011478.13,251,290,225,133,162,162,261,147,216,150,260,381,282,207,164,167
ENSG00000011485.15,1307,1977,2155,1598,1335,969,2741,1612,1526,1016,1792,1379,1151,2194,1895,885
ENSG00000011523.14,1185,1545,1468,1687,1843,1565,2248,3715,1961,1496,1781,1720,924,1767,3646,1697
ENSG00000011566.15,2570,1555,2738,3211,2912,2908,5307,3366,3469,1946,3691,2204,3194,4309,4601,2481
ENSG00000011590.14,58,108,68,78,42,99,126,134,74,79,40,57,59,54,145,53
ENSG00000011600.12,1373,857,2317,1268,1456,710,1823,1540,892,638,1467,996,921,872,2083,443
ENSG00000011638.11,1960,1127,1291,1278,1482,678,2059,927,1463,880,1484,1319,1361,1585,1179,583
ENSG00000011677.13,4,0,9,3,2,3,17,4,111,5,3,199,7,98,25,35
ENSG00000012048.23,471,835,776,706,965,2220,1513,728,884,933,719,635,1757,1011,1135,530
ENSG00000012061.16,1190,1072,1213,1121,1164,678,1602,1066,1758,972,1647,2216,1576,1471,1368,686
ENSG00000012124.17,513,105,174,302,149,70,138,241,77,101,87,198,265,243,245,34
ENSG00000012171.20,1584,1743,1776,1402,1115,2400,1869,837,849,206,1062,963,1317,850,1444,879
ENSG00000012174.12,525,888,976,626,857,1507,1190,1455,1055,665,1099,737,846,836,1412,1015
ENSG00000012211.13,255,390,242,246,168,206,563,206,168,161,253,464,252,166,250,124
ENSG00000012223.13,12378,65,247,1542,3302,1496,302,892,11,158,11,1375,994,59,1168,1117
ENSG00000012232.9,1404,2166,1961,1751,2054,1551,1717,2696,1577,1303,1406,2489,2023,1939,2764,1891
ENSG00000012504.15,192,87,39,250,333,179,230,658,24,180,20,66,150,57,599,279
ENSG00000012660.14,4959,1760,3219,3450,3883,4280,2193,3120,3457,3073,1914,5068,6263,4252,4066,1402
ENSG00000012779.11,2464,2840,4641,2392,1832,1924,3991,3235,1506,1019,1615,1659,1809,2001,3681,1596
ENSG00000012817.16,1,4,0,4336,1,1923,6,6131,3663,0,1778,0,1288,0,5620,2
ENSG00000012822.16,2954,3488,4111,3381,2922,2658,4267,6043,3380,2000,3108,3401,2579,4155,5483,2760
ENSG00000012963.15,673,692,1005,1262,855,1179,1357,1118,947,937,1492,925,992,939,1221,834
ENSG00000012983.11,3725,3389,3934,3506,3779,3702,3405,3847,5552,4115,7794,3419,4432,4396,5154,2043
ENSG00000013016.16,757,904,718,665,705,909,1102,936,1024,434,795,806,183,571,1076,302
ENSG00000013275.8,2186,1895,3122,2032,2526,8148,5037,1708,2280,2047,3260,4098,5124,3529,2226,1219
ENSG00000013288.9,2435,2868,5260,2193,2533,2237,3059,3083,1940,2154,3557,2380,2316,3174,3198,1646
ENSG00000013293.6,114,80,254,395,70,78,147,224,35,143,66,39,14,293,279,201
ENSG00000013297.12,316,187,494,320,148,576,357,358,261,308,331,387,63,753,353,54
ENSG00000013306.16,2318,2667,2527,2242,2039,2471,3834,1806,1665,1639,4050,2506,3015,2074,2706,1507
ENSG00000013364.19,8391,9990,10547,9477,12479,4352,20273,5827,5800,8524,9353,7021,11293,10133,9263,3421
ENSG00000013374.16,2718,1994,3325,2718,3489,2085,8803,2562,1991,1889,3310,2100,5830,2622,3553,1720
ENSG00000013375.16,2275,1181,3351,2576,3694,2074,5295,3722,3377,2649,2689,2600,3734,3892,4097,5891
ENSG00000013392.8,237,184,422,279,445,196,418,710,342,389,262,212,240,391,602,570
ENSG00000013441.16,12456,3448,7565,6474,7415,7327,10556,7985,8259,5477,7450,8361,7075,7514,7667,5754
ENSG00000013503.10,447,319,872,790,651,789,1145,1126,725,369,858,638,687,755,1158,996
ENSG00000013523.11,730,1298,962,1226,1076,793,1302,3056,900,1090,1210,1137,1001,824,2435,2346
ENSG00000013561.18,1466,1294,2472,1851,2744,1453,4197,2288,1973,1793,2508,1614,2386,2557,2840,1497
